target_id,source_id,source_url,link_publication_date,origin,title,publisher,journal,volume,page,year_of_publishing,citationMetadata
10.18739/A2BK16Q2C,10.1080/2154896X.2012.679560,https://doi.org/10.1080/2154896X.2012.679560,2021-02-04,Susan A. Crate,Climate change and ice dependent communities: perspectives from Siberia and Labrador,Informa UK Limited,The Polar Journal,2,61-75,2012,
urn:uuid:7a191645-f34c-49a8-b05a-b1755a7c64b7,10.1016/j.dsr2.2013.03.015,https://doi.org/10.1016/j.dsr2.2013.03.015,2021-02-04,"Henry P. Huntington, Ivonne Ortiz, George Noongwook, Maryann Fidel, Dorothy Childers, Muriel Morse, Julia Beaty, Lilian Alessa, Andrew Kliskey","Mapping human interaction with the Bering Sea ecosystem: Comparing seasonal use areas, lifetime use areas, and “calorie-sheds”",Elsevier BV,Deep Sea Research Part II: Topical Studies in Oceanography,94,292-300,2013,
10.18739/A2XK84Q7W,10.1130/G37693.1,https://doi.org/10.1130/G37693.1,2021-02-04,"Melissa L. Chipman, George W. Kling, Craig C. Lundstrom, Feng Sheng Hu",Multiple thermo-erosional episodes during the past six millennia: Implications for the response of Arctic permafrost to climate change,Geological Society of America,Geology,44,439-442,2016,
10.5065/D6K64G68,10.1016/S0304-4203(99)00109-7,https://doi.org/10.1016/S0304-4203(99)00109-7,2021-02-04,"Lee W Cooper, J.M Kelley, L.A Bond, K.A Orlandini, J.M Grebmeier",Sources of the transuranic elements plutonium and neptunium in arctic marine sediments,Elsevier BV,Marine Chemistry,69,253-276,2002,
10.18739/A25C5D,10.1002/2017GL074954,https://doi.org/10.1002/2017GL074954,2021-02-04,"M. Morlighem, C. N. Williams, E. Rignot, L. An, J. E. Arndt, J. L. Bamber, G. Catania, N. Chauché, J. A. Dowdeswell, B. Dorschel, I. Fenty, K. Hogan, I. Howat, A. Hubbard, M. Jakobsson, T. M. Jordan, K. K. Kjeldsen, R. Millan, L. Mayer, J. Mouginot, B. P. Y. Noël, C. O'Cofaigh, S. Palmer, S. Rysgaard, H. Seroussi, M. J. Siegert, P. Slabon, F. Straneo, M. R. van den Broeke, W. Weinrebe, M. Wood, K. B. Zinglersen",BedMachine v3: Complete Bed Topography and Ocean Bathymetry Mapping of Greenland From Multibeam Echo Sounding Combined With Mass Conservation,American Geophysical Union (AGU),Geophysical Research Letters,44,NULL,2017,
10.18739/A2FJ29D31,10.1175/BAMS-D-14-00145.1,https://doi.org/10.1175/BAMS-D-14-00145.1,2021-02-04,"Taneil Uttal, Sandra Starkweather, James R. Drummond, Timo Vihma, Alexander P. Makshtas, Lisa S. Darby, John F. Burkhart, Christopher J. Cox, Lauren N. Schmeisser, Thomas Haiden, Marion Maturilli, Matthew D. Shupe, Gijs De Boer, Auromeet Saha, Andrey A. Grachev, Sara M. Crepinsek, Lori Bruhwiler, Barry Goodison, Bruce McArthur, Von P. Walden, Edward J. Dlugokencky, P. Ola G. Persson, Glen Lesins, Tuomas Laurila, John A. Ogren, Robert Stone, Charles N. Long, Sangeeta Sharma, Andreas Massling, David D. Turner, Diane M. Stanitski, Eija Asmi, Mika Aurela, Henrik Skov, Konstantinos Eleftheriadis, Aki Virkkula, Andrew Platt, Eirik J. Førland, Yoshihiro Iijima, Ingeborg E. Nielsen, Michael H. Bergin, Lauren Candlish, Nikita S. Zimov, Sergey A. Zimov, Norman T. O’Neill, Pierre F. Fogal, Rigel Kivi, Elena A. Konopleva-Akish, Johannes Verlinde, Vasily Y. Kustov, Brian Vasel, Viktor M. Ivakhov, Yrjö Viisanen, Janet M. Intrieri",International Arctic Systems for Observing the Atmosphere: An International Polar Year Legacy Consortium,American Meteorological Society,Bulletin of the American Meteorological Society,97,1033-1056,2015,
urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c826,10.1029/2010JG001634,https://doi.org/10.1029/2010JG001634,2021-02-04,"Claire G. Griffin, Karen E. Frey, John Rogan, Robert M. Holmes","Spatial and interannual variability of dissolved organic matter in the Kolyma River, East Siberia, observed using satellite imagery",American Geophysical Union (AGU),Journal of Geophysical Research,116,NULL,2011,
10.18739/A20306,10.3189/2012JoG12J078,https://doi.org/10.3189/2012JoG12J078,2021-02-04,"Peter D. Neff, Eric J. Steig, Douglas H. Clark, Joseph R. McConnell, Erin C. Pettit, Brian Menounos","Ice-core net snow accumulation and seasonal snow chemistry at a temperate-glacier site: Mount Waddington, southwest British Columbia, Canada",Cambridge University Press (CUP),Journal of Glaciology,58,1165-1175,2012,
10.18739/A2SQ0J,10.1130/G34760.1,https://doi.org/10.1130/G34760.1,2021-02-04,"Peter L. Moore, J. Paul Winberry, Neal R. Iverson, Knut A. Christianson, Sridhar Anandakrishnan, Miriam Jackson, Mark E. Mathison, Denis Cohen",Glacier slip and seismicity induced by surface melt,Geological Society of America,Geology,41,1247-1250,2013,
10.18739/A2MK6585Z,10.1130/G38114.1,https://doi.org/10.1130/G38114.1,2021-02-04,"Avriel D. Schweinsberg, Jason P. Briner, Gifford H. Miller, Ole Bennike, Elizabeth K. Thomas",Local glaciation in West Greenland linked to North Atlantic Ocean circulation during the Holocene,Geological Society of America,Geology,45,195-198,2017,
10.18739/A21W73,10.1007/s10933-008-9259-6,https://doi.org/10.1007/s10933-008-9259-6,2021-02-04,Darrell S. Kaufman,An overview of late Holocene climate and environmental change inferred from Arctic lake sediment,Springer Science and Business Media LLC,Journal of Paleolimnology,41,1-6,2008,
10.18739/A2X34MS1B,10.1029/2018JG004444,https://doi.org/10.1029/2018JG004444,2021-02-04,"M. A. Taylor, G. Celis, J. D. Ledman, R. Bracho, E. A. G. Schuur",Methane Efflux Measured by Eddy Covariance in Alaskan Upland Tundra Undergoing Permafrost Degradation,American Geophysical Union (AGU),Journal of Geophysical Research: Biogeosciences,123,2695-2710,2018,
10.18739/A2X34MS1B,10.1088/1748-9326/ab4d32,https://doi.org/10.1088/1748-9326/ab4d32,2021-02-04,"Kassandra Reuss-Schmidt, Peter Levy, Walter Oechel, Craig Tweedie, Cathy Wilson, Donatella Zona",Understanding spatial variability of methane fluxes in Arctic wetlands through footprint modelling,IOP Publishing,Environmental Research Letters,14,125010,2019,
10.18739/A2TH15,10.1029/2012JD018603,https://doi.org/10.1029/2012JD018603,2021-02-04,"Michael Sigl, Joseph R. McConnell, Lawrence Layman, Olivia Maselli, Ken McGwire, Daniel Pasteris, Dorthe Dahl-Jensen, Jørgen Peder Steffensen, Bo Vinther, Ross Edwards, Robert Mulvaney, Sepp Kipfstuhl",A new bipolar ice core record of volcanism from WAIS Divide and NEEM and implications for climate forcing of the last 2000 years,American Geophysical Union (AGU),Journal of Geophysical Research: Atmospheres,118,1151-1169,2012,
10.18739/A2JK2R,10.3189/2014JoG13J141,https://doi.org/10.3189/2014JoG13J141,2021-02-04,"Robert L. Hawley, Zoe R. Courville, Laura M. Kehrl, Eric R. Lutz, Erich C. Osterberg, Thomas B. Overly, Gifford J. Wong",Recent accumulation variability in northwest Greenland from ground-penetrating radar and shallow cores along the Greenland Inland Traverse,International Glaciological Society,Journal of Glaciology,60,375-382,2014,
10.18739/A26D5PB2S,10.3189/2014JoG13J141,https://doi.org/10.3189/2014JoG13J141,2021-02-04,"Robert L. Hawley, Zoe R. Courville, Laura M. Kehrl, Eric R. Lutz, Erich C. Osterberg, Thomas B. Overly, Gifford J. Wong",Recent accumulation variability in northwest Greenland from ground-penetrating radar and shallow cores along the Greenland Inland Traverse,International Glaciological Society,Journal of Glaciology,60,375-382,2014,
10.18739/A2VH5CJ35,10.1002/2016JC011994,https://doi.org/10.1002/2016JC011994,2021-02-04,"Chris Polashenski, Kenneth M. Golden, Donald K. Perovich, Eric Skyllingstad, Alexandra Arnsten, Carolyn Stwertka, Nicholas Wright",Percolation blockage: A process that enables melt pond formation on first year Arctic sea ice,American Geophysical Union (AGU),Journal of Geophysical Research: Oceans,122,413-440,2017,
10.5065/D6KP806T,10.1007/s00300-004-0675-4,https://doi.org/10.1007/s00300-004-0675-4,2021-02-04,"B. A. Bluhm, I. R. MacDonald, C. Debenham, K. Iken",Macro- and megabenthic communities in the high Arctic Canada Basin: initial findings,Springer Science and Business Media LLC,Polar Biology,28,218-231,2004,
10.18739/A2862BB03,10.1038/ngeo2147,https://doi.org/10.1038/ngeo2147,2021-02-04,"Julia L. Rosen, Edward J. Brook, Jeffrey P. Severinghaus, Thomas Blunier, Logan E. Mitchell, James E. Lee, Jon S. Edwards, Vasileios Gkinis",An ice core record of near-synchronous global climate changes at the Bølling transition,Springer Science and Business Media LLC,Nature Geoscience,7,459-463,2014,
10.18739/A2N29P63K,10.1175/JPO-D-18-0028.1,https://doi.org/10.1175/JPO-D-18-0028.1,2021-02-04,"Elizabeth C. Fine, Jennifer A. MacKinnon, Matthew H. Alford, John B. Mickett",Microstructure Observations of Turbulent Heat Fluxes in a Warm-Core Canada Basin Eddy,American Meteorological Society,Journal of Physical Oceanography,48,2397-2418,2018,
10.18739/A20K2699N,10.1130/G33365.1,https://doi.org/10.1130/G33365.1,2021-02-04,"W. J. D'Andrea, D. A. Vaillencourt, N. L. Balascio, A. Werner, S. R. Roof, M. Retelle, R. S. Bradley",Mild Little Ice Age and unprecedented recent warmth in an 1800 year lake sediment record from Svalbard,Geological Society of America,Geology,40,1007-1010,2012,
urn:uuid:281ee5ec-11cd-47ce-a166-d4d7951112bc,10.1029/2000JC000445,https://doi.org/10.1029/2000JC000445,2021-02-04,R. W. Lindsay,Ice deformation near SHEBA,American Geophysical Union (AGU),Journal of Geophysical Research,107,NULL,2002,
10.18739/A2736M17X,10.1144/SP344.9,https://doi.org/10.1144/SP344.9,2021-02-04,"Luke D. Trusel, R. D. Powell, R. M. Cumpston, J. Brigham-Grette","Modern glacimarine processes and potential future behaviour of Kronebreen and Kongsvegen polythermal tidewater glaciers, Kongsfjorden, Svalbard",Geological Society of London,"Geological Society, London, Special Publications",344,89-102,2010,
10.18739/A2WS8HK4Z,10.1144/SP344.9,https://doi.org/10.1144/SP344.9,2021-02-04,"Luke D. Trusel, R. D. Powell, R. M. Cumpston, J. Brigham-Grette","Modern glacimarine processes and potential future behaviour of Kronebreen and Kongsvegen polythermal tidewater glaciers, Kongsfjorden, Svalbard",Geological Society of London,"Geological Society, London, Special Publications",344,89-102,2010,
10.18739/A2CZ54,10.1002/2013JF002845,https://doi.org/10.1002/2013JF002845,2021-02-04,"Katherine R. Barnhart, Robert S. Anderson, Irina Overeem, Cameron Wobus, Gary D. Clow, Frank E. Urban",Modeling erosion of ice-rich permafrost bluffs along the Alaskan Beaufort Sea coast,American Geophysical Union (AGU),Journal of Geophysical Research: Earth Surface,119,1155-1179,2014,
10.18739/A22804Z93,10.1002/2013JF002845,https://doi.org/10.1002/2013JF002845,2021-02-04,"Katherine R. Barnhart, Robert S. Anderson, Irina Overeem, Cameron Wobus, Gary D. Clow, Frank E. Urban",Modeling erosion of ice-rich permafrost bluffs along the Alaskan Beaufort Sea coast,American Geophysical Union (AGU),Journal of Geophysical Research: Earth Surface,119,1155-1179,2014,
urn:uuid:3a4acc5d-8661-42f2-9003-2e36ff72123e,10.1002/2017WR021868,https://doi.org/10.1002/2017WR021868,2021-02-04,"Tyler V. King, Bethany T. Neilson, Mitchell T. Rasmussen",Estimating Discharge in Low‐Order Rivers With High‐Resolution Aerial Imagery,American Geophysical Union (AGU),Water Resources Research,54,863-878,2018,
urn:uuid:3a4acc5d-8661-42f2-9003-2e36ff72123e,10.1029/2018GL078140,https://doi.org/10.1029/2018GL078140,2021-02-04,"Bethany T. Neilson, M. Bayani Cardenas, Michael T. O'Connor, Mitchell T. Rasmussen, Tyler V. King, George W. Kling",Groundwater Flow and Exchange Across the Land Surface Explain Carbon Export Patterns in Continuous Permafrost Watersheds,American Geophysical Union (AGU),Geophysical Research Letters,45,7596-7605,2018,
urn:uuid:3a4acc5d-8661-42f2-9003-2e36ff72123e,10.5194/bg-12-6669-2015,https://doi.org/10.5194/bg-12-6669-2015,2021-02-04,"R. M. Cory, K. H. Harrold, B.T. Neilson, G. W. Kling",Controls on dissolved organic matter (DOM) degradation in a headwater stream: the influence of photochemical and hydrological conditions in determining light-limitation or substrate-limitation of photo-degradation,Copernicus GmbH,Biogeosciences,12,6669-6685,2015,
10.18739/A22J6846K,10.1175/JPO-D-17-0181.1,https://doi.org/10.1175/JPO-D-17-0181.1,2021-02-04,"P. Washam, A. Münchow, K. W. Nicholls","A Decade of Ocean Changes Impacting the Ice Shelf of Petermann Gletscher, Greenland",American Meteorological Society,Journal of Physical Oceanography,48,2477-2493,2018,
10.18739/A2XS5JH16,10.1175/JPO-D-16-0161.1,https://doi.org/10.1175/JPO-D-16-0161.1,2021-02-04,"Céline Heuzé, Anna Wåhlin, Helen L. Johnson, Andreas Münchow","Pathways of Meltwater Export from Petermann Glacier, Greenland",American Meteorological Society,Journal of Physical Oceanography,47,405-418,2016,
10.18739/A2DV1CP1W,10.1002/2015GL066296,https://doi.org/10.1002/2015GL066296,2021-02-04,"Stephanie A. Ewing, Jonathan A. O'Donnell, George R. Aiken, Kenna Butler, David Butman, Lisamarie Windham‐Myers, Mikhail Z. Kanevskiy","Long‐term anoxia and release of ancient, labile carbon upon thaw of Pleistocene permafrost",American Geophysical Union (AGU),Geophysical Research Letters,42,NULL,2015,
10.18739/A2DV1CP1W,10.1029/2006JF000531,https://doi.org/10.1029/2006JF000531,2021-02-04,"M. Torre Jorgenson, Yuri Shur",Evolution of lakes and basins in northern Alaska and discussion of the thaw lake cycle,American Geophysical Union (AGU),Journal of Geophysical Research,112,NULL,2007,
10.18739/A2DV1CP1W,10.1029/2005GL024960,https://doi.org/10.1029/2005GL024960,2021-02-04,"M. Torre Jorgenson, Yuri L. Shur, Erik R. Pullman",Abrupt increase in permafrost degradation in Arctic Alaska,American Geophysical Union (AGU),Geophysical Research Letters,33,NULL,2006,
10.18739/A2DV1CP1W,10.1088/1748-9326/8/3/035017,https://doi.org/10.1088/1748-9326/8/3/035017,2021-02-04,"M Torre Jorgenson, Jennifer Harden, Mikhail Kanevskiy, Jonathan O’Donnell, Kim Wickland, Stephanie Ewing, Kristen Manies, Qianlai Zhuang, Yuri Shur, Robert Striegl, Josh Koch","Reorganization of vegetation, hydrology and soil carbon after permafrost degradation across heterogeneous boreal landscapes",IOP Publishing,Environmental Research Letters,8,035017,2013,
10.18739/A2DV1CP1W,10.1139/X10-060,https://doi.org/10.1139/X10-060,2021-02-04,"M. Torre Jorgenson, Vladimir Romanovsky, Jennifer Harden, Yuri Shur, Jonathan O’Donnell, Edward A. G. Schuur, Mikhail Kanevskiy, Sergei Marchenko",Resilience and vulnerability of permafrost to climate changeThis article is one of a selection of papers from The Dynamics of Change in Alaska’s Boreal Forests: Resilience and Vulnerability in Response to Climate Warming.,Canadian Science Publishing,Canadian Journal of Forest Research,40,1219-1236,2010,
10.18739/A2DV1CP1W,10.1002/2015JF003602,https://doi.org/10.1002/2015JF003602,2021-02-04,"M. T. Jorgenson, M. Kanevskiy, Y. Shur, N. Moskalenko, D. R. N. Brown, K. Wickland, R. Striegl, J. Koch",Role of ground ice dynamics and ecological feedbacks in recent ice wedge degradation and stabilization,American Geophysical Union (AGU),Journal of Geophysical Research: Earth Surface,120,2280-2297,2015,
10.18739/A2DV1CP1W,10.1029/2010JG001588,https://doi.org/10.1029/2010JG001588,2021-02-04,"Chien-Lu Ping, Gary J. Michaelson, Laodong Guo, M. Torre Jorgenson, Mikhail Kanevskiy, Yuri Shur, Fugen Dou, Jingjing Liang",Soil carbon and material fluxes across the eroding Alaska Beaufort Sea coastline,American Geophysical Union (AGU),Journal of Geophysical Research,116,NULL,2011,
10.18739/A2PV6B70J,10.1002/2016JC012460,https://doi.org/10.1002/2016JC012460,2021-02-04,"B. Loose, R. P. Kelly, A. Bigdeli, W. Williams, R. Krishfield, M. Rutgers van der Loeff, S. B. Moran",How well does wind speed predict air-sea gas transfer in the sea ice zone? A synthesis of radon deficit profiles in the upper water column of the Arctic Ocean,American Geophysical Union (AGU),Journal of Geophysical Research: Oceans,122,3696-3714,2017,
10.18739/A29C6S16W,10.1002/2016GL071748,https://doi.org/10.1002/2016GL071748,2021-02-04,"Eric S. Klein, Jeffrey M. Welker",Influence of sea ice on ocean water vapor isotopes and Greenland ice core records,American Geophysical Union (AGU),Geophysical Research Letters,43,"12,475-12,483",2016,
10.5065/D6TD9VF3,10.1016/S0278-4343(97)00003-4,https://doi.org/10.1016/S0278-4343(97)00003-4,2021-02-04,"Allan H Devol, Louis A Codispoti, John P Christensen",Summer and winter denitrification rates in western Arctic shelf sediments,Elsevier BV,Continental Shelf Research,17,1029-1050,2002,
10.18739/A2930NV5G,10.1029/2019GL083436,https://doi.org/10.1029/2019GL083436,2021-02-04,"N. Holschuh, D. A. Lilien, K. Christianson","Thermal Weakening, Convergent Flow, and Vertical Heat Transport in the Northeast Greenland Ice Stream Shear Margins",American Geophysical Union (AGU),Geophysical Research Letters,46,8184-8193,2019,
10.18739/A2K35MD63,10.1029/2018JF004819,https://doi.org/10.1029/2018JF004819,2021-02-04,"Margot E. Vore, Timothy C. Bartholomaus, J. Paul Winberry, Jacob I. Walter, Jason M. Amundson",Seismic Tremor Reveals Spatial Organization and Temporal Changes of Subglacial Water System,American Geophysical Union (AGU),Journal of Geophysical Research: Earth Surface,124,427-446,2019,
urn:uuid:95846301-bc1c-4a45-8e7a-57a75efc05d0,10.1016/j.gca.2015.08.008,https://doi.org/10.1016/j.gca.2015.08.008,2021-02-04,"C.A. Scribner, E.E. Martin, J.B. Martin, K.M. Deuerling, D.F. Collazo, A.T. Marshall",Exposure age and climate controls on weathering in deglaciated watersheds of western Greenland,Elsevier BV,Geochimica et Cosmochimica Acta,170,157-172,2015,
10.18739/A2GG6M,10.1175/JCLI-D-13-00178.1,https://doi.org/10.1175/JCLI-D-13-00178.1,2021-02-04,"Yanling Yu, Harry Stern, Charles Fowler, Florence Fetterer, James Maslanik",Interannual Variability of Arctic Landfast Ice between 1976 and 2007,American Meteorological Society,Journal of Climate,27,227-243,2013,
10.5065/D65T3HM5,10.1029/2003GB002190,https://doi.org/10.1029/2003GB002190,2021-02-04,"Yongwei Sheng, Laurence C. Smith, Glen M. MacDonald, Konstantine V. Kremenetski, Karen E. Frey, Andrei A. Velichko, Mary Lee, David W. Beilman, Peter Dubinin",A high-resolution GIS-based inventory of the west Siberian peat carbon pool,American Geophysical Union (AGU),Global Biogeochemical Cycles,18,n/a-n/a,2004,
10.18739/A29S1KK8S,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2ZG6G74T,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A23775V89,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2707WP2P,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2BR8MG70,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A24746R8J,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2804XK3D,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2CR5NC8Q,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2HH6C610,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2N58CM3W,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2GH9B927,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2M90235F,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2QZ22H71,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2VQ2SB0X,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A20G3GZ4D,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A2RX93D67,10.5194/acp-2017-1117,https://doi.org/10.5194/acp-2017-1117,2021-02-04,"Lauren Schmeisser, John Backman, John A. Ogren, Elisabeth Andrews, Eija Asmi, Sandra Starkweather, Taneil Uttal, Markus Fiebig, Sangeeta Sharma, Kostas Eleftheriadis, Stergios Vratolis, Michael Bergin, Peter Tunved, Anne Jefferson",Seasonality of aerosol optical properties in the Arctic,Copernicus GmbH,NULL,NULL,NULL,2018,
10.18739/A22R3NX1Z,10.1002/2013JC009301,https://doi.org/10.1002/2013JC009301,2021-02-04,"Jinlun Zhang, Carin Ashjian, Robert Campbell, Victoria Hill, Yvette H. Spitz, Michael Steele",The great 2012 Arctic Ocean summer cyclone enhanced biological productivity on the shelves,American Geophysical Union (AGU),Journal of Geophysical Research: Oceans,119,297-312,2013,
10.18739/A25615,10.1002/gbc.20038,https://doi.org/10.1002/gbc.20038,2021-02-04,"David A. Lipson, Theodore K. Raab, Dominic Goria, Jaime Zlamal",The contribution of Fe(III) and humic acid reduction to ecosystem respiration in drained thaw lake basins of the Arctic Coastal Plain,American Geophysical Union (AGU),Global Biogeochemical Cycles,27,399-409,2013,
10.18739/A2RW4G,10.1002/gbc.20038,https://doi.org/10.1002/gbc.20038,2021-02-04,"David A. Lipson, Theodore K. Raab, Dominic Goria, Jaime Zlamal",The contribution of Fe(III) and humic acid reduction to ecosystem respiration in drained thaw lake basins of the Arctic Coastal Plain,American Geophysical Union (AGU),Global Biogeochemical Cycles,27,399-409,2013,
10.5065/D69K48BW,10.1002/ppp.487,https://doi.org/10.1002/ppp.487,2021-02-04,"Donald A. Walker, Howard E. Epstein, William A. Gould, Alexia M. Kelley, Anja N. Kade, Julie A. Knudson, William B. Krantz, Gary Michaelson, Rorik A. Peterson, Chien-Lu Ping, Martha K. Raynolds, Vladimir E. Romanovsky, Yuri Shur","Frost-boil ecosystems: complex interactions between landforms, soils, vegetation and climate",Wiley,Permafrost and Periglacial Processes,15,171-188,2004,
10.18739/A2605X,10.1007/s10533-013-9864-y,https://doi.org/10.1007/s10533-013-9864-y,2021-02-04,"A. E. Hershey, R. M. Northington, S. C. Whalen","Substrate limitation of sediment methane flux, methane oxidation and use of stable isotopes for assessing methanogenesis pathways in a small arctic lake",Springer Science and Business Media LLC,Biogeochemistry,117,325-336,2013,
