target_id,source_id,source_url,link_publication_date,origin,title,publisher,journal,volume,page,year_of_publishing,citationMetadata
10.18739/A23B5W875,10.5194/os-14-1423-2018,https://doi.org/10.5194/os-14-1423-2018,2021-02-04,"Claudine Hauri, Seth Danielson, Andrew M. P. McDonnell, Russell R. Hopcroft, Peter Winsor, Peter Shipton, Catherine Lalande, Kathleen M. Stafford, John K. Horne, Lee W. Cooper, Jacqueline M. Grebmeier, Andrew Mahoney, Klara Maisch, Molly McCammon, Hank Statscewich, Andy Sybrandy, Thomas Weingartner",From sea ice to seals: a moored marine ecosystem observatory in the Arctic,Copernicus GmbH,Ocean Science,14,1423-1433,2018,
10.5065/D6QN6544,10.5194/os-14-1423-2018,https://doi.org/10.5194/os-14-1423-2018,2021-02-04,"Claudine Hauri, Seth Danielson, Andrew M. P. McDonnell, Russell R. Hopcroft, Peter Winsor, Peter Shipton, Catherine Lalande, Kathleen M. Stafford, John K. Horne, Lee W. Cooper, Jacqueline M. Grebmeier, Andrew Mahoney, Klara Maisch, Molly McCammon, Hank Statscewich, Andy Sybrandy, Thomas Weingartner",From sea ice to seals: a moored marine ecosystem observatory in the Arctic,Copernicus GmbH,Ocean Science,14,1423-1433,2018,
10.5065/D6KW5DDD,10.5194/os-14-1423-2018,https://doi.org/10.5194/os-14-1423-2018,2021-02-04,"Claudine Hauri, Seth Danielson, Andrew M. P. McDonnell, Russell R. Hopcroft, Peter Winsor, Peter Shipton, Catherine Lalande, Kathleen M. Stafford, John K. Horne, Lee W. Cooper, Jacqueline M. Grebmeier, Andrew Mahoney, Klara Maisch, Molly McCammon, Hank Statscewich, Andy Sybrandy, Thomas Weingartner",From sea ice to seals: a moored marine ecosystem observatory in the Arctic,Copernicus GmbH,Ocean Science,14,1423-1433,2018,
10.18739/A2GH9B88P,10.5670/oceanog.2018.224,https://doi.org/10.5670/oceanog.2018.224,2021-02-04,"Jacqueline Grebmeier, Karen Frey, Lee Cooper, Monika Kędra","Trends in Benthic Macrofaunal Populations, Seasonal Sea Ice Persistence, and Bottom Water Temperatures in the Bering Strait Region",The Oceanography Society,Oceanography,31,NULL,2018,
10.18739/A23B5W786,10.5670/oceanog.2015.61,https://doi.org/10.5670/oceanog.2015.61,2021-02-04,"Jacqueline Grebmeier, Bodil Bluhm, Lee Cooper, Stanislav Denisenko, Katrin Iken, Monika Kedra, Carlos Serratos",Time-Series Benthic Community Composition and Biomass and Associated Environmental Characteristics in the Chukchi Sea During the RUSALCA 2004–2012 Program,The Oceanography Society,Oceanography,28,116-133,2015,
10.5065/D61J97TT,10.5194/essd-8-199-2016,https://doi.org/10.5194/essd-8-199-2016,2021-02-04,"Christopher J. Cox, Penny M. Rowe, Steven P. Neshyba, Von P. Walden",A synthetic data set of high-spectral-resolution infrared spectra  for the Arctic atmosphere,Copernicus GmbH,Earth System Science Data,8,199-211,2016,
10.18739/A27W6758K,10.1007/978-94-017-8863-2_10,https://doi.org/10.1007/978-94-017-8863-2_10,2021-02-04,"R. John Nelson, Carin J. Ashjian, Bodil A. Bluhm, Kathleen E. Conlan, Rolf R. Gradinger, Jacqueline M. Grebmeier, Victoria J. Hill, Russell R. Hopcroft, Brian P. V. Hunt, Hyoung M. Joo, David L. Kirchman, Ksenia N. Kosobokova, Sang H. Lee, William K. W. Li, Connie Lovejoy, Michel Poulin, Evelyn Sherr, Kelly V. Young",Biodiversity and Biogeography of the Lower Trophic Taxa of the Pacific Arctic Region: Sensitivities to Climate Change,Springer Netherlands,The Pacific Arctic Region,NULL,269-336,2014,
10.18739/A26M3340D,10.1002/essoar.10502530.1,https://doi.org/10.1002/essoar.10502530.1,2021-02-04,"Till Baumann, Igor V. Polyakov, Laurie Padman, Seth L Danielson, Ilker Fer, Susan L Howard, Jennifer Katy Hutchings, Markus Andre Janout, An Nguyen, Andrey V Pnyushkov",Semidiurnal currents in the Arctic Ocean's eastern Eurasian Basin,Wiley,NULL,NULL,NULL,2020,
10.18739/A2BC3SX4R,10.1002/essoar.10502530.1,https://doi.org/10.1002/essoar.10502530.1,2021-02-04,"Till Baumann, Igor V. Polyakov, Laurie Padman, Seth L Danielson, Ilker Fer, Susan L Howard, Jennifer Katy Hutchings, Markus Andre Janout, An Nguyen, Andrey V Pnyushkov",Semidiurnal currents in the Arctic Ocean's eastern Eurasian Basin,Wiley,NULL,NULL,NULL,2020,
10.18739/A24T6F404,10.1088/1748-9326/ab897f,https://doi.org/10.1088/1748-9326/ab897f,2021-02-04,"Laia Andreu-Hayles, Benjamin V Gaglioti, Logan T Berner, Mathieu Levesque, Kevin J Anchukaitis, Scott J Goetz, Rosanne D’Arrigo",A narrow window of summer temperatures associated with shrub growth in Arctic Alaska,IOP Publishing,Environmental Research Letters,15,105012,2020,
10.18739/A2125Q975,10.1088/1748-9326/ab897f,https://doi.org/10.1088/1748-9326/ab897f,2021-02-04,"Laia Andreu-Hayles, Benjamin V Gaglioti, Logan T Berner, Mathieu Levesque, Kevin J Anchukaitis, Scott J Goetz, Rosanne D’Arrigo",A narrow window of summer temperatures associated with shrub growth in Arctic Alaska,IOP Publishing,Environmental Research Letters,15,105012,2020,
10.18739/A2W950P25,10.1088/1748-9326/ab897f,https://doi.org/10.1088/1748-9326/ab897f,2021-02-04,"Laia Andreu-Hayles, Benjamin V Gaglioti, Logan T Berner, Mathieu Levesque, Kevin J Anchukaitis, Scott J Goetz, Rosanne D’Arrigo",A narrow window of summer temperatures associated with shrub growth in Arctic Alaska,IOP Publishing,Environmental Research Letters,15,105012,2020,
10.18739/A27C51,10.1029/2018GL079873,https://doi.org/10.1029/2018GL079873,2021-02-04,"Q. Coopman, J. Riedi, D. P. Finch, T. J. Garrett",Evidence for Changes in Arctic Cloud Phase Due to Long‐Range Pollution Transport,American Geophysical Union (AGU),Geophysical Research Letters,45,"10,709-10,718",2018,
10.18739/A28P5V92S,10.1093/condor/duaa026,https://doi.org/10.1093/condor/duaa026,2021-02-04,"Emily L Weiser, Richard B Lanctot, Stephen C Brown, H River Gates, Joël Bêty, Megan L Boldenow, Rodney W Brook, Glen S Brown, Willow B English, Scott A Flemming, Samantha E Franks, H Grant Gilchrist, Marie-Andrée Giroux, Andrew Johnson, Steve Kendall, Lisa V Kennedy, Laura Koloski, Eunbi Kwon, Jean-François Lamarre, David B Lank, Christopher J Latty, Nicolas Lecomte, Joseph R Liebezeit, Rebecca L McGuire, Laura McKinnon, Erica Nol, David Payer, Johanna Perz, Jennie Rausch, Martin Robards, Sarah T Saalfeld, Nathan R Senner, Paul A Smith, Mikhail Soloviev, Diana Solovyeva, David H Ward, Paul F Woodard, Brett K Sandercock",Annual adult survival drives trends in Arctic-breeding shorebirds but knowledge gaps in other vital rates remain,Oxford University Press (OUP),The Condor,122,NULL,2020,
10.18739/A2599Z26M,10.5194/cp-2019-164,https://doi.org/10.5194/cp-2019-164,2021-02-04,"Jessica A. Badgeley, Eric J. Steig, Gregory J. Hakim, Tyler J. Fudge","Greenland temperature and precipitation over the last 20,000 years using data assimilation",Copernicus GmbH,NULL,NULL,NULL,2020,
10.18739/A26H4CQ8J,10.1111/gcb.15193,https://doi.org/10.1111/gcb.15193,2021-02-04,"Kyle A. Arndt, David A. Lipson, Josh Hashemi, Walter C. Oechel, Donatella Zona",Snow melt stimulates ecosystem respiration in Arctic ecosystems,Wiley,Global Change Biology,26,5042-5051,2020,
10.18739/A2DZ03215,10.1016/j.quascirev.2020.106438,https://doi.org/10.1016/j.quascirev.2020.106438,2021-02-04,"William M. Longo, Yongsong Huang, James M. Russell, Carrie Morrill, William C. Daniels, Anne E. Giblin, Josue Crowther",Insolation and greenhouse gases drove Holocene winter and spring warming in Arctic Alaska,Elsevier BV,Quaternary Science Reviews,242,106438,2020,
10.18739/A24F1MK0B,10.1111/bor.12038,https://doi.org/10.1111/bor.12038,2021-02-04,"Kazuyuki Saito, Sergei Marchenko, Vladimir Romanovsky, Amy Hendricks, Nancy Bigelow, Kenji Yoshikawa, John Walsh",Evaluation of LPM permafrost distribution in NE Asia reconstructed and downscaled from GCM simulations,Wiley,Boreas,43,733-749,2013,
10.18739/A2ST7DX28,10.1029/2020JD032932,https://doi.org/10.1029/2020JD032932,2021-02-04,"Melinda R. Nicewonger, Murat Aydin, Michael J. Prather, Eric S. Saltzman","Extracting a History of Global Fire Emissions for the Past Millennium From Ice Core Records of Acetylene, Ethane, and Methane",American Geophysical Union (AGU),Journal of Geophysical Research: Atmospheres,125,NULL,2020,
10.18739/A20P0WR15,10.1002/lno.11626,https://doi.org/10.1002/lno.11626,2021-06-15,"Alexander D. Huryn, Michael N. Gooseff, Patrick J. Hendrickson, Martin A. Briggs, Ken D. Tape, Neil C. Terry","Aufeis
            
            fields as novel groundwater‐dependent ecosystems in the arctic cryosphere",Wiley,Limnology and Oceanography,66,607-624,2020,
10.18739/A2WW7713N,10.1002/lno.11626,https://doi.org/10.1002/lno.11626,2021-06-15,"Alexander D. Huryn, Michael N. Gooseff, Patrick J. Hendrickson, Martin A. Briggs, Ken D. Tape, Neil C. Terry","Aufeis
            
            fields as novel groundwater‐dependent ecosystems in the arctic cryosphere",Wiley,Limnology and Oceanography,66,607-624,2020,
urn:uuid:b896a07d-8789-4662-bc01-84cb784f7943,10.1111/gcb.15507,https://doi.org/10.1111/gcb.15507,2021-02-04,"Benjamin W. Abbott, Adrian V. Rocha, Arial Shogren, Jay P. Zarnetske, Frances Iannucci, William B. Bowden, Samuel P. Bratsman, Leika Patch, Rachel Watts, Randy Fulweber, Rebecca J. Frei, Amanda M. Huebner, Sarah M. Ludwig, Gregory T. Carling, Jonathan A. O’Donnell",Tundra wildfire triggers sustained lateral nutrient loss in Alaskan Arctic,Wiley,Global Change Biology,NULL,NULL,2021,
10.18739/A2FP03,10.5194/tc-14-199-2020,https://doi.org/10.5194/tc-14-199-2020,2021-02-04,"Detlev Helmig, Daniel Liptzin, Jacques Hueber, Joel Savarino","Impact of exhaust emissions on chemical snowpack composition at Concordia Station, Antarctica",Copernicus GmbH,The Cryosphere,14,199-209,2020,
10.18739/A2736M18D,10.1139/cjfr-2020-0483,https://doi.org/10.1139/cjfr-2020-0483,2021-02-04,"Alison K. Paulson, Homero Peña III, Heather D. Alexander, Sergei P. Davydov, Michael M. Loranty, Michelle C. Mack, Susan M. Natali",Understory plant diversity and composition across a post-fire tree density gradient in a Siberian Arctic boreal forest,Canadian Science Publishing,Canadian Journal of Forest Research,NULL,NULL,2021,
10.18739/A2R785P0G,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2ZS2KC8C,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2BZ6178M,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2V11VK4J,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2Q814S0S,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2GQ6R21H,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2FQ9Q52R,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A23J3912W,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2BZ61825,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A27659F8Q,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A23F4KN4K,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A2KH0DZ5J,10.5194/essd-11-1957-2019,https://doi.org/10.5194/essd-11-1957-2019,2021-02-04,"Ellie Broadman, Lorna L. Thurston, Erik Schiefer, Nicholas P. McKay, David Fortin, Jason Geck, Michael G. Loso, Matt Nolan, Stéphanie H. Arcusa, Christopher W. Benson, Rebecca A. Ellerbroek, Michael P. Erb, Cody C. Routson, Charlotte Wiman, A. Jade Wong, Darrell S. Kaufman","An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018",Copernicus GmbH,Earth System Science Data,11,1957-1970,2019,
10.18739/A24Q7QP6V,10.5194/tc-13-911-2019,https://doi.org/10.5194/tc-13-911-2019,2021-02-04,"Till J. W. Wagner, Fiamma Straneo, Clark G. Richards, Donald A. Slater, Laura A. Stevens, Sarah B. Das, Hanumant Singh",Large spatial variations in the flux balance along the front of a Greenland tidewater glacier,Copernicus GmbH,The Cryosphere,13,911-925,2019,
10.18739/A2B853H78,10.5194/tc-13-911-2019,https://doi.org/10.5194/tc-13-911-2019,2021-02-04,"Till J. W. Wagner, Fiamma Straneo, Clark G. Richards, Donald A. Slater, Laura A. Stevens, Sarah B. Das, Hanumant Singh",Large spatial variations in the flux balance along the front of a Greenland tidewater glacier,Copernicus GmbH,The Cryosphere,13,911-925,2019,
10.18739/A2ZQ03,10.1029/2019JG005414,https://doi.org/10.1029/2019JG005414,2021-02-04,"Kristina A. Brown, William J. Williams, Eddy C. Carmack, Greg Fiske, Roger François, Donald McLennan, Bernhard Peucker‐Ehrenbrink",Geochemistry of Small Canadian Arctic Rivers with Diverse Geological and Hydrological Settings,American Geophysical Union (AGU),Journal of Geophysical Research: Biogeosciences,125,NULL,2020,
10.18739/A2ZQ03,10.1016/j.epsl.2018.05.022,https://doi.org/10.1016/j.epsl.2018.05.022,2021-02-04,"Andrea Burke, Theodore M. Present, Guillaume Paris, Emily C.M. Rae, Brodie H. Sandilands, Jérôme Gaillardet, Bernhard Peucker-Ehrenbrink, Woodward W. Fischer, James W. McClelland, Robert G.M. Spencer, Britta M. Voss, Jess F. Adkins","Sulfur isotopes in rivers: Insights into global weathering budgets, pyrite oxidation, and the modern sulfur cycle",Elsevier BV,Earth and Planetary Science Letters,496,168-177,2018,
10.18739/A2D08X,10.1029/2017JC013617,https://doi.org/10.1029/2017JC013617,2021-02-04,"Victoria J. Hill, Bonnie Light, Michael Steele, Richard C. Zimmerman",Light Availability and Phytoplankton Growth Beneath Arctic Sea Ice: Integrating Observations and Modeling,American Geophysical Union (AGU),Journal of Geophysical Research: Oceans,123,3651-3667,2018,
10.18739/A2J954,10.1029/2017JC013617,https://doi.org/10.1029/2017JC013617,2021-02-04,"Victoria J. Hill, Bonnie Light, Michael Steele, Richard C. Zimmerman",Light Availability and Phytoplankton Growth Beneath Arctic Sea Ice: Integrating Observations and Modeling,American Geophysical Union (AGU),Journal of Geophysical Research: Oceans,123,3651-3667,2018,
10.18739/A22Z12P4J,10.1029/2019JC015569,https://doi.org/10.1029/2019JC015569,2021-02-04,"Nicholas C. Wright, Chris M. Polashenski",How Machine Learning and High‐Resolution Imagery Can Improve Melt Pond Retrieval From MODIS Over Current Spectral Unmixing Techniques,American Geophysical Union (AGU),Journal of Geophysical Research: Oceans,125,NULL,2020,
10.18739/A2NN44,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A22J6K,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2221V,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2Z37J,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A20R48,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2WW76Z78,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2VF6P,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A23J5H,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A25D8ND61,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2318G,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2TF7R,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A29F73,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2HJ57,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2WZ18,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A21V2V,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2121J,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2MJ55,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2X508,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
10.18739/A2JZ2J,10.5194/acp-19-7467-2019,https://doi.org/10.5194/acp-19-7467-2019,2021-02-04,"Christopher J. Cox, David C. Noone, Max Berkelhammer, Matthew D. Shupe, William D. Neff, Nathaniel B. Miller, Von P. Walden, Konrad Steffen",Supercooled liquid fogs over the central Greenland Ice Sheet,Copernicus GmbH,Atmospheric Chemistry and Physics,19,7467-7485,2019,
